t,o,h,l,c,v
2025-05-02T03:00:00+00:00,19959,19987,19952.5,19978,3100
2025-05-02T04:00:00+00:00,19978.25,20005,19960.75,19985,3959
2025-05-02T05:00:00+00:00,19985.75,19989,19940.5,19950.5,3853
2025-05-02T06:00:00+00:00,19948.75,19948.75,19883,19930.25,7169
2025-05-02T07:00:00+00:00,19930.75,19959.5,19901,19903,8880
2025-05-02T08:00:00+00:00,19902,19949.5,19866.75,19870.25,8395
2025-05-02T09:00:00+00:00,19869.5,19934,19864,19918.5,6168
2025-05-02T10:00:00+00:00,19919.5,19956,19909.25,19932,6297
2025-05-02T11:00:00+00:00,19932,19958,19901.5,19917.75,7770
2025-05-02T12:00:00+00:00,19918.25,20105.5,19911,20095.25,27907
2025-05-02T13:00:00+00:00,20095.75,20141.25,20019.75,20073,72308
2025-05-02T14:00:00+00:00,20073,20180.75,20062,20165.5,66974
2025-05-02T15:00:00+00:00,20166,20207,20127.25,20197.75,47167
2025-05-02T16:00:00+00:00,20197,20266,20192,20241.75,51223
2025-05-02T17:00:00+00:00,20242,20254.5,20196.25,20226,36692
2025-05-02T18:00:00+00:00,20225.5,20276.75,20198.75,20221.25,32950
2025-05-02T19:00:00+00:00,20220.75,20235.5,20152.25,20185.75,64472
2025-05-02T20:00:00+00:00,20186.5,20225,20177.5,20204.5,14086
2025-05-04T22:00:00+00:00,20181.5,20201.75,20108.25,20115,5957
2025-05-04T23:00:00+00:00,20113.75,20122.25,20052.5,20085,7089
2025-05-05T00:00:00+00:00,20084.75,20111.5,20067.75,20104,5959
2025-05-05T01:00:00+00:00,20102.5,20103,19991.5,20004,9382
2025-05-05T02:00:00+00:00,20003.75,20050.25,19995.25,20035.25,5342
2025-05-05T03:00:00+00:00,20035.25,20073.75,20021.75,20056.75,5059
2025-05-05T04:00:00+00:00,20056.5,20059.5,20017,20036.5,4474
2025-05-05T05:00:00+00:00,20037.75,20072.75,20037.75,20062.75,3534
2025-05-05T06:00:00+00:00,20062,20098.75,20060,20061.75,5137
2025-05-05T07:00:00+00:00,20062,20070.25,20037,20057.25,6280
2025-05-05T08:00:00+00:00,20058,20077.75,19977.25,20000.75,8690
2025-05-05T09:00:00+00:00,20000.5,20028.25,19982.75,20011.5,6597
2025-05-05T10:00:00+00:00,20012,20020.75,19981.5,20010,5961
2025-05-05T11:00:00+00:00,20011,20019.75,19966,19980.5,8535
2025-05-05T12:00:00+00:00,19980.75,20012.25,19970.5,20004.75,9622
2025-05-05T13:00:00+00:00,20004.25,20071,19985.25,20051,48922
2025-05-05T14:00:00+00:00,20059.25,20115.25,20009,20105,67137
2025-05-05T15:00:00+00:00,20103.75,20124,20065.5,20102,40801
2025-05-05T16:00:00+00:00,20102.25,20146.75,20094.5,20134.25,27857
2025-05-05T17:00:00+00:00,20134,20156.25,20106.25,20143.75,26091
2025-05-05T18:00:00+00:00,20144,20191.5,20138.25,20151.5,29921
2025-05-05T19:00:00+00:00,20152,20155,20044.75,20065.5,51015
2025-05-05T20:00:00+00:00,20065.5,20070.5,20002.25,20042.25,18448
2025-05-05T22:00:00+00:00,20014.25,20036.75,20007,20017.75,2707
2025-05-05T23:00:00+00:00,20016.5,20035.25,20005,20008.25,3213
2025-05-06T00:00:00+00:00,20008.75,20030.5,19975.25,19992.75,5181
2025-05-06T01:00:00+00:00,19993.75,20004.25,19952.5,19958.25,6060
2025-05-06T02:00:00+00:00,19959,19971.25,19937,19955,5295
2025-05-06T03:00:00+00:00,19955.25,19988.5,19932.25,19988,3755
2025-05-06T04:00:00+00:00,19987.25,19992.5,19953.25,19973.25,2325
2025-05-06T05:00:00+00:00,19973.25,19976.25,19912.75,19923,3965
2025-05-06T06:00:00+00:00,19922.5,19965.25,19919,19961.25,4857
2025-05-06T07:00:00+00:00,19962,19974.75,19893.5,19902.5,10052
2025-05-06T08:00:00+00:00,19902.5,19910,19832,19873.75,13490
2025-05-06T09:00:00+00:00,19873.75,19876,19824.25,19866.5,9510
2025-05-06T10:00:00+00:00,19866,19893.25,19852.25,19891.75,6506
2025-05-06T11:00:00+00:00,19892,19908.25,19806,19840,13512
2025-05-06T12:00:00+00:00,19840.25,19854.75,19803,19840.5,12116
2025-05-06T13:00:00+00:00,19840.5,19864,19747,19757.25,66927
2025-05-06T14:00:00+00:00,19757.5,19937.75,19739,19905,73760
2025-05-06T15:00:00+00:00,19904,19952.5,19885.25,19897,46663
2025-05-06T16:00:00+00:00,19895.75,20026.25,19860.25,19864.25,67159
2025-05-06T17:00:00+00:00,19864.75,19920,19837.5,19846.75,40496
2025-05-06T18:00:00+00:00,19847,19955,19845.5,19954.25,38978
2025-05-06T19:00:00+00:00,19953.75,19972.5,19870.75,19875.75,52118
2025-05-06T20:00:00+00:00,19876,19905.5,19809,19846.75,20804
2025-05-06T22:00:00+00:00,19809,20133.75,19799.5,20078.25,20214
2025-05-06T23:00:00+00:00,20079.75,20086.25,20030,20068,7031
2025-05-07T00:00:00+00:00,20067.25,20105.5,20005.25,20082.75,9033
2025-05-07T01:00:00+00:00,20082.5,20108,20033.75,20052,6715
2025-05-07T02:00:00+00:00,20052.75,20056,19976,19996,6424
2025-05-07T03:00:00+00:00,19997,20021.75,19992.75,20002,4106
2025-05-07T04:00:00+00:00,20002,20035.5,20001,20013,3433
2025-05-07T05:00:00+00:00,20014.5,20015.25,19971.25,19979.5,4203
2025-05-07T06:00:00+00:00,19978.25,20001.5,19953,19981,5439
2025-05-07T07:00:00+00:00,19981,20020.75,19973.5,20013.5,6502
2025-05-07T08:00:00+00:00,20014,20025,19969.5,20007.5,8039
2025-05-07T09:00:00+00:00,20007,20018.5,19971,19990.5,5359
2025-05-07T10:00:00+00:00,19990,20007.5,19966.75,19996.25,6083
2025-05-07T11:00:00+00:00,19997.5,20030.25,19980.25,19995.75,6970
2025-05-07T12:00:00+00:00,19995.5,19997.5,19908,19932.5,15839
2025-05-07T13:00:00+00:00,19932.25,19944.75,19857.5,19937.5,60520
2025-05-07T14:00:00+00:00,19936.75,19977.25,19829.25,19843,61081
2025-05-07T15:00:00+00:00,19843.75,19857.25,19787,19850,65777
2025-05-07T16:00:00+00:00,19848,19904.25,19806,19898.75,38598
2025-05-07T17:00:00+00:00,19898.5,19925.75,19802.5,19818.75,35685
2025-05-07T18:00:00+00:00,19817.5,19903,19678.75,19886.25,87703
2025-05-07T19:00:00+00:00,19886.5,20053.5,19764,19949.25,102282
2025-05-07T20:00:00+00:00,19949.25,19998.75,19915.5,19957.5,20001
2025-05-07T22:00:00+00:00,19934.5,19957.25,19910.75,19943.5,3626
2025-05-07T23:00:00+00:00,19943.75,19978.25,19940.75,19953,3364
2025-05-08T00:00:00+00:00,19952.75,20039.5,19925.5,20027.75,8943
2025-05-08T01:00:00+00:00,20027.5,20123.5,20013.75,20066,12673
2025-05-08T02:00:00+00:00,20068,20116,20067.75,20098.75,4661
2025-05-08T03:00:00+00:00,20098,20170,20096.25,20164,6680
2025-05-08T04:00:00+00:00,20164.75,20198,20156.5,20183.5,6135
2025-05-08T05:00:00+00:00,20183.5,20195.25,20147.5,20156.75,5652
2025-05-08T06:00:00+00:00,20155.75,20160,20124,20145.75,6354
2025-05-08T07:00:00+00:00,20145.25,20192.5,20136.5,20177.25,7818
2025-05-08T08:00:00+00:00,20177.5,20231.25,20153.75,20225.75,8058
2025-05-08T09:00:00+00:00,20225.25,20262.5,20214.25,20245.5,6250
2025-05-08T10:00:00+00:00,20246.25,20257.25,20226.5,20253.75,6821
2025-05-08T11:00:00+00:00,20253.5,20257.25,20185,20197.75,11007
2025-05-08T12:00:00+00:00,20198,20226.5,20134.5,20174.75,23188
2025-05-08T13:00:00+00:00,20175.25,20183.75,20061,20090,56867
2025-05-08T14:00:00+00:00,20090.5,20124.25,19979,20017.25,71634
2025-05-08T15:00:00+00:00,20016.5,20316.5,19993.25,20273,101734
2025-05-08T16:00:00+00:00,20273,20337.25,20268.75,20331.75,45240
2025-05-08T17:00:00+00:00,20331,20335.75,20246.75,20250.75,36696
2025-05-08T18:00:00+00:00,20250,20317.75,20234.25,20283.75,36909
2025-05-08T19:00:00+00:00,20284,20331.25,20141.25,20152.25,72018
2025-05-08T20:00:00+00:00,20153,20179.5,20143.5,20156.25,16538
2025-05-08T22:00:00+00:00,20157,20182.5,20137,20161,4299
2025-05-08T23:00:00+00:00,20160.75,20172,20124,20139.25,4599
2025-05-09T00:00:00+00:00,20138.25,20140,20080.75,20121.75,6146
2025-05-09T01:00:00+00:00,20121.75,20160.75,20112.25,20158.75,4143
2025-05-09T02:00:00+00:00,20160,20201,20148.75,20153.25,5956
2025-05-09T03:00:00+00:00,20152,20189.5,20124.25,20184.5,5373
2025-05-09T04:00:00+00:00,20185.5,20194,20170.25,20183.5,2594
2025-05-09T05:00:00+00:00,20182.5,20203,20156.25,20192.5,4319
2025-05-09T06:00:00+00:00,20193,20205.75,20172.75,20191.25,3998
2025-05-09T07:00:00+00:00,20191.25,20232.25,20167.75,20193,8309
2025-05-09T08:00:00+00:00,20191.75,20202,20165,20174,6003
2025-05-09T09:00:00+00:00,20174,20199.75,20172,20198,3527
2025-05-09T10:00:00+00:00,20198.75,20238,20196,20230.5,5402
2025-05-09T11:00:00+00:00,20230.75,20288.75,20140,20206.5,19567
2025-05-09T12:00:00+00:00,20205.5,20256,20195,20232.25,12958
2025-05-09T13:00:00+00:00,20232.75,20279.75,20204.75,20254.25,49522
2025-05-09T14:00:00+00:00,20254,20275,20058,20142,81174
2025-05-09T15:00:00+00:00,20142.75,20176.25,20103,20169.75,52096
2025-05-09T16:00:00+00:00,20170.25,20174.75,20072,20087.75,41876
2025-05-09T17:00:00+00:00,20088.25,20161,20061.5,20156,37352
2025-05-09T18:00:00+00:00,20155.25,20160.25,20110,20141.5,27312
2025-05-09T19:00:00+00:00,20141.25,20185.5,20127.75,20136.25,47476
2025-05-09T20:00:00+00:00,20136.25,20149.25,20120.5,20146.5,13060
2025-05-11T22:00:00+00:00,20398.5,20474.75,20376.75,20407,11821
2025-05-11T23:00:00+00:00,20409.75,20503.25,20404,20453.5,8716
2025-05-12T00:00:00+00:00,20452.25,20508.5,20441,20492.75,8173
2025-05-12T01:00:00+00:00,20494,20547.25,20488.75,20517,9797
2025-05-12T02:00:00+00:00,20516,20533.5,20503.5,20528.75,4639
2025-05-12T03:00:00+00:00,20528.25,20538,20511.75,20526,3640
2025-05-12T04:00:00+00:00,20525.5,20535,20520.5,20530.5,2222
2025-05-12T05:00:00+00:00,20530.75,20563.25,20523.25,20552.25,4214
2025-05-12T06:00:00+00:00,20553,20593.25,20541,20563.5,8394
2025-05-12T07:00:00+00:00,20564.25,20930.75,20563.25,20810.75,36108
2025-05-12T08:00:00+00:00,20811.75,20898.25,20778.75,20876,16754
2025-05-12T09:00:00+00:00,20877.5,20914,20874,20906.5,8979
2025-05-12T10:00:00+00:00,20907.25,20983,20882.5,20971.5,17057
2025-05-12T11:00:00+00:00,20972,20991.5,20883,20913.5,22272
2025-05-12T12:00:00+00:00,20913.5,20965.25,20906.5,20916.75,17668
2025-05-12T13:00:00+00:00,20916.5,20939.75,20746.5,20786.5,84281
2025-05-12T14:00:00+00:00,20787.75,20849.25,20690,20770.5,84874
2025-05-12T15:00:00+00:00,20772,20806.5,20753.75,20764.75,49310
2025-05-12T16:00:00+00:00,20765.25,20883.5,20756.75,20877.75,45783
2025-05-12T17:00:00+00:00,20878.25,20935,20872.25,20908.75,46222
2025-05-12T18:00:00+00:00,20909,20943.5,20893.25,20896.5,37876
2025-05-12T19:00:00+00:00,20896,20954.25,20859,20949.75,74062
2025-05-12T20:00:00+00:00,20949.75,20996,20937.5,20957,21678
2025-05-12T22:00:00+00:00,20954.75,20963.5,20913.25,20919.5,4712
2025-05-12T23:00:00+00:00,20920.5,20968,20908,20908.75,4541
2025-05-13T00:00:00+00:00,20908.5,20909.25,20866,20875,6582
2025-05-13T01:00:00+00:00,20876.25,20895.5,20864,20875.25,5061
2025-05-13T02:00:00+00:00,20875.25,20894.25,20850,20872.25,5925
2025-05-13T03:00:00+00:00,20871.75,20875.25,20842.25,20844.25,3277
2025-05-13T04:00:00+00:00,20844.25,20854.25,20818,20839.25,4703
2025-05-13T05:00:00+00:00,20839.5,20867.5,20837,20861.25,3554
2025-05-13T06:00:00+00:00,20861.25,20882.75,20846.75,20848.5,5003
2025-05-13T07:00:00+00:00,20848.5,20869.25,20830.75,20847,7427
2025-05-13T08:00:00+00:00,20847.75,20877,20824.5,20834.5,8616
2025-05-13T09:00:00+00:00,20835.25,20881.75,20827.75,20881.75,5203
2025-05-13T10:00:00+00:00,20881.5,20911,20860.25,20890.25,8451
2025-05-13T11:00:00+00:00,20891,20945.25,20886.5,20942,8912
2025-05-13T12:00:00+00:00,20941.5,21065.75,20931,21009,23978
2025-05-13T13:00:00+00:00,21008.75,21131.75,20972.75,21124.5,67087
2025-05-13T14:00:00+00:00,21125,21260,21115.25,21250.75,87909
2025-05-13T15:00:00+00:00,21251,21304.75,21230.75,21284,55073
2025-05-13T16:00:00+00:00,21284,21338.5,21252.5,21321.25,46952
2025-05-13T17:00:00+00:00,21322,21346.5,21294,21295.75,41597
2025-05-13T18:00:00+00:00,21296.5,21331.25,21275,21327.5,35058
2025-05-13T19:00:00+00:00,21326.75,21341.5,21257.5,21270.75,59256
2025-05-13T20:00:00+00:00,21271,21274.5,21247.5,21254.75,17802
2025-05-13T22:00:00+00:00,21250,21273,21249.5,21261.25,3269
2025-05-13T23:00:00+00:00,21261.25,21301,21252.25,21292.5,5677
2025-05-14T00:00:00+00:00,21292.25,21297.5,21260.75,21268,6182
2025-05-14T01:00:00+00:00,21267.75,21283.75,21246.75,21283.75,6000
2025-05-14T02:00:00+00:00,21283.5,21291.5,21262.25,21274.75,4786
2025-05-14T03:00:00+00:00,21275.25,21299,21271.5,21287.25,3862
2025-05-14T04:00:00+00:00,21288.25,21316.5,21281.5,21307.5,4359
2025-05-14T05:00:00+00:00,21306.75,21323.5,21302.5,21317,4670
2025-05-14T06:00:00+00:00,21317.25,21355.75,21305.5,21348.5,6730
2025-05-14T07:00:00+00:00,21349,21353,21281,21305.75,10636
2025-05-14T08:00:00+00:00,21306,21314.5,21257,21274.25,9328
2025-05-14T09:00:00+00:00,21273.75,21290,21238.25,21260.75,10094
2025-05-14T10:00:00+00:00,21260,21303.5,21254,21293.5,7903
2025-05-14T11:00:00+00:00,21293.25,21382.5,21292.75,21344.75,15821
2025-05-14T12:00:00+00:00,21344.25,21367.25,21317.5,21324.25,14548
2025-05-14T13:00:00+00:00,21325,21405.25,21273.75,21330.75,75744
2025-05-14T14:00:00+00:00,21331.5,21370,21297.75,21357,64857
2025-05-14T15:00:00+00:00,21357.5,21389.25,21288.5,21376.25,53446
2025-05-14T16:00:00+00:00,21375.75,21419.5,21355.75,21367.75,35935
2025-05-14T17:00:00+00:00,21367.25,21369.75,21281.5,21365.25,45677
2025-05-14T18:00:00+00:00,21365.25,21400.5,21336,21369.5,40614
2025-05-14T19:00:00+00:00,21369.75,21406.5,21331,21397,60115
2025-05-14T20:00:00+00:00,21397.25,21412.75,21379.25,21399.75,14315
2025-05-14T22:00:00+00:00,21379.75,21386.5,21361.5,21380,3604
2025-05-14T23:00:00+00:00,21379.25,21382.5,21357.5,21375.25,4734
2025-05-15T00:00:00+00:00,21375.5,21391,21367.25,21381.75,3819
2025-05-15T01:00:00+00:00,21381.5,21397.75,21365.5,21373.5,5180
2025-05-15T02:00:00+00:00,21373.5,21412,21365.25,21406.5,4175
2025-05-15T03:00:00+00:00,21407,21409.75,21376.5,21379,3031
2025-05-15T04:00:00+00:00,21379,21388.5,21372.75,21384.25,1605
2025-05-15T05:00:00+00:00,21385,21387.25,21317.25,21331.25,5956
2025-05-15T06:00:00+00:00,21331.25,21370.5,21325,21344.5,5413
2025-05-15T07:00:00+00:00,21344.25,21357.75,21265.25,21272.25,11277
2025-05-15T08:00:00+00:00,21272.25,21290.5,21198.5,21215,13114
2025-05-15T09:00:00+00:00,21215.25,21264.25,21192,21259,9165
2025-05-15T10:00:00+00:00,21258.5,21258.5,21225,21250.25,6431
2025-05-15T11:00:00+00:00,21250.25,21301.25,21247.75,21275.25,9871
2025-05-15T12:00:00+00:00,21272.25,21330,21236.25,21288,19165
2025-05-15T13:00:00+00:00,21288,21339.25,21247.75,21298.5,59489
2025-05-15T14:00:00+00:00,21299,21346.5,21257.25,21335.75,67468
2025-05-15T15:00:00+00:00,21335.25,21446.5,21327.5,21429.25,61559
2025-05-15T16:00:00+00:00,21429.5,21492.75,21419,21491.75,42280
2025-05-15T17:00:00+00:00,21491.5,21529.75,21467.75,21475.5,39800
2025-05-15T18:00:00+00:00,21474.75,21474.75,21376,21392.5,57547
2025-05-15T19:00:00+00:00,21392.25,21423.25,21303.75,21419.5,83448
2025-05-15T20:00:00+00:00,21419.5,21445.25,21395.25,21396.5,17122
2025-05-15T22:00:00+00:00,21396,21403.25,21379.5,21383.5,3215
2025-05-15T23:00:00+00:00,21384,21415.75,21381.25,21414.25,2785
2025-05-16T00:00:00+00:00,21415,21436.25,21358.5,21360.75,6622
2025-05-16T01:00:00+00:00,21360.5,21377.75,21348.75,21370.25,4692
2025-05-16T02:00:00+00:00,21370,21409.25,21360.75,21401.75,4215
2025-05-16T03:00:00+00:00,21401.5,21416.25,21396.75,21406.5,2496
2025-05-16T04:00:00+00:00,21405.5,21419.25,21398,21402.5,2509
2025-05-16T05:00:00+00:00,21402,21406.5,21384,21387,2542
2025-05-16T06:00:00+00:00,21387.75,21409.75,21363,21369,4032
2025-05-16T07:00:00+00:00,21369.5,21456,21362,21442.5,6688
2025-05-16T08:00:00+00:00,21443,21478.75,21438.25,21460.75,7223
2025-05-16T09:00:00+00:00,21461.75,21467.75,21437.75,21440.25,4890
2025-05-16T10:00:00+00:00,21440,21472,21430.5,21457.75,5605
2025-05-16T11:00:00+00:00,21458.25,21488.25,21447.25,21481.25,6197
2025-05-16T12:00:00+00:00,21480.25,21501,21434,21439.25,12491
2025-05-16T13:00:00+00:00,21438.75,21504.75,21388.25,21437.5,67998
2025-05-16T14:00:00+00:00,21439.25,21456.5,21320.25,21391.25,71105
2025-05-16T15:00:00+00:00,21391.5,21443.25,21373.5,21412.5,40903
2025-05-16T16:00:00+00:00,21411.5,21451.25,21405.5,21427.5,28804
2025-05-16T17:00:00+00:00,21427.25,21478,21419.25,21445,30449
2025-05-16T18:00:00+00:00,21445.5,21493.25,21435.25,21476.5,26891
2025-05-16T19:00:00+00:00,21477,21512,21461.75,21505.75,47611
2025-05-16T20:00:00+00:00,21505.25,21509.75,21384,21400.25,16866
2025-05-18T22:00:00+00:00,21310.75,21374.75,21283.75,21370,12339
2025-05-18T23:00:00+00:00,21370.75,21418,21355.75,21381.25,6002
2025-05-19T00:00:00+00:00,21381.75,21383,21264.75,21302.25,12616
2025-05-19T01:00:00+00:00,21302.5,21309,21273.25,21275.5,6119
2025-05-19T02:00:00+00:00,21275.25,21300.25,21260.5,21263.75,5973
2025-05-19T03:00:00+00:00,21264,21265.25,21196,21212.25,7358
2025-05-19T04:00:00+00:00,21212,21239,21205.25,21221,6009
2025-05-19T05:00:00+00:00,21221.25,21253.25,21212.5,21247,5100
2025-05-19T06:00:00+00:00,21247.5,21290,21186.25,21187.5,9908
2025-05-19T07:00:00+00:00,21188.25,21226.75,21162.25,21194.5,10414
2025-05-19T08:00:00+00:00,21194,21194,21112.5,21135.25,13704
2025-05-19T09:00:00+00:00,21134.75,21179.5,21117.75,21164.75,7132
2025-05-19T10:00:00+00:00,21165,21205.25,21130.5,21186.25,8011
2025-05-19T11:00:00+00:00,21186.5,21213.25,21161,21204.25,8180
2025-05-19T12:00:00+00:00,21204,21220,21164.5,21212.25,12122
2025-05-19T13:00:00+00:00,21212.5,21375,21153.25,21356.25,72970
2025-05-19T14:00:00+00:00,21356.25,21462.5,21347.75,21394,68496
2025-05-19T15:00:00+00:00,21394,21476.25,21379.75,21433.75,41857
2025-05-19T16:00:00+00:00,21434,21503.5,21428.25,21498.5,34768
2025-05-19T17:00:00+00:00,21498.25,21544.5,21493.5,21499.25,43132
2025-05-19T18:00:00+00:00,21499.25,21505.75,21449.75,21495.75,37909
2025-05-19T19:00:00+00:00,21496.25,21533.5,21443.5,21523.25,58974
2025-05-19T20:00:00+00:00,21523,21527.5,21478,21517,14492
2025-05-19T22:00:00+00:00,21513,21515,21493,21500,3634
2025-05-19T23:00:00+00:00,21499.75,21562,21497.75,21539.25,7129
2025-05-20T00:00:00+00:00,21539,21562.25,21513.25,21514,5516
2025-05-20T01:00:00+00:00,21513.25,21514,21436.25,21458,8260
2025-05-20T02:00:00+00:00,21458,21467,21434.5,21454.5,4270
2025-05-20T03:00:00+00:00,21453.75,21454.75,21427.5,21434,3378
2025-05-20T04:00:00+00:00,21434.75,21452,21420,21447.5,3054
2025-05-20T05:00:00+00:00,21446.25,21487,21415.75,21419,5953
2025-05-20T06:00:00+00:00,21419,21431.75,21393.75,21422.75,6461
2025-05-20T07:00:00+00:00,21422.25,21481,21408,21446.5,8581
2025-05-20T08:00:00+00:00,21444.75,21461.25,21410,21434.5,6787
2025-05-20T09:00:00+00:00,21434.25,21452.5,21415.25,21426,4695
2025-05-20T10:00:00+00:00,21427.75,21464.75,21419.75,21462.75,5567
2025-05-20T11:00:00+00:00,21463,21483.75,21456.5,21463.75,6937
2025-05-20T12:00:00+00:00,21463,21474.25,21418.5,21435.25,9143
2025-05-20T13:00:00+00:00,21435.5,21458.25,21354.75,21394.75,61293
2025-05-20T14:00:00+00:00,21395,21451,21363,21407.75,56510
2025-05-20T15:00:00+00:00,21407.25,21445.75,21387.5,21435.5,37541
2025-05-20T16:00:00+00:00,21435.5,21472,21402.75,21458.75,31464
2025-05-20T17:00:00+00:00,21459.25,21474.25,21408,21431.5,30633
2025-05-20T18:00:00+00:00,21430.5,21441.5,21340.75,21348.75,45928
2025-05-20T19:00:00+00:00,21348.75,21452,21298,21447.5,64712
2025-05-20T20:00:00+00:00,21447.5,21452,21398.5,21420,14314
2025-05-20T22:00:00+00:00,21414.75,21417.25,21342,21400.25,7594
2025-05-20T23:00:00+00:00,21400.25,21431.5,21397.25,21431.5,3355
2025-05-21T00:00:00+00:00,21431.75,21444,21403,21423.25,4670
2025-05-21T01:00:00+00:00,21423.25,21435,21388.75,21401.25,4870
2025-05-21T02:00:00+00:00,21402,21405.75,21373.25,21378.75,4393
2025-05-21T03:00:00+00:00,21378.5,21397.75,21369.25,21377.25,2954
2025-05-21T04:00:00+00:00,21378,21378,21349.5,21357.75,2879
2025-05-21T05:00:00+00:00,21358.25,21384.5,21327,21331.25,4378
2025-05-21T06:00:00+00:00,21331.5,21340.5,21286.5,21294.5,9413
2025-05-21T07:00:00+00:00,21294,21348.75,21293.25,21343.25,5483
2025-05-21T08:00:00+00:00,21343.5,21348.25,21289.25,21322.5,5616
2025-05-21T09:00:00+00:00,21322.75,21336,21261.25,21269.25,7218
2025-05-21T10:00:00+00:00,21269.5,21302.5,21229.75,21300.25,8441
2025-05-21T11:00:00+00:00,21300,21355.75,21296,21340,9158
2025-05-21T12:00:00+00:00,21339.75,21342.5,21284,21311.75,12410
2025-05-21T13:00:00+00:00,21312.75,21404.75,21262.5,21374.25,57589
2025-05-21T14:00:00+00:00,21374.25,21459,21362.5,21456.75,64538
2025-05-21T15:00:00+00:00,21456.5,21535,21447,21515.75,57216
2025-05-21T16:00:00+00:00,21515,21558.5,21508.5,21515.25,34732
2025-05-21T17:00:00+00:00,21515.25,21523.25,21159.5,21271.25,126003
2025-05-21T18:00:00+00:00,21271.5,21282.75,21167,21176.5,60793
2025-05-21T19:00:00+00:00,21178,21221,21072.75,21149,86069
2025-05-21T20:00:00+00:00,21149,21155.5,21111.25,21145.5,17849
2025-05-21T22:00:00+00:00,21145,21177,21113.75,21143.5,6308
2025-05-21T23:00:00+00:00,21144.25,21175.75,21133.5,21145.75,4789
2025-05-22T00:00:00+00:00,21147.5,21201,21135.25,21197.25,6569
2025-05-22T01:00:00+00:00,21197.5,21208.5,21150.25,21155.25,4894
2025-05-22T02:00:00+00:00,21154.75,21182.25,21145.5,21156.5,4380
2025-05-22T03:00:00+00:00,21157.25,21180.25,21157,21166,3087
2025-05-22T04:00:00+00:00,21165.5,21173,21160.75,21165,1753
2025-05-22T05:00:00+00:00,21164.75,21202.75,21154.75,21197,3770
2025-05-22T06:00:00+00:00,21198.25,21205,21164.25,21192.5,4344
2025-05-22T07:00:00+00:00,21192,21226.75,21170.75,21197.5,8246
2025-05-22T08:00:00+00:00,21196.5,21223,21185.75,21198.25,5807
2025-05-22T09:00:00+00:00,21198,21216,21178.25,21204.5,4803
2025-05-22T10:00:00+00:00,21204.25,21210.5,21170.5,21189.25,6043
2025-05-22T11:00:00+00:00,21189.5,21243.5,21075.25,21085.5,15752
2025-05-22T12:00:00+00:00,21081.75,21197.5,21040,21190.75,25834
2025-05-22T13:00:00+00:00,21191.25,21292.5,21113.75,21285.5,77241
2025-05-22T14:00:00+00:00,21286.5,21330.5,21166.5,21231.75,81547
2025-05-22T15:00:00+00:00,21230.5,21281.25,21198.75,21272.25,50343
2025-05-22T16:00:00+00:00,21272.75,21324.5,21208.75,21218,45184
2025-05-22T17:00:00+00:00,21217.75,21310.25,21196.25,21292.5,41116
2025-05-22T18:00:00+00:00,21292.25,21317.75,21268.25,21305.25,31148
2025-05-22T19:00:00+00:00,21305.25,21337.5,21166,21183.5,60138
2025-05-22T20:00:00+00:00,21184,21215,21174.75,21214.5,15760
2025-05-22T22:00:00+00:00,21223.75,21236,21139,21146.75,5642
2025-05-22T23:00:00+00:00,21145.75,21182.75,21134,21178.75,4312
2025-05-23T00:00:00+00:00,21179.25,21204,21177,21200.75,5096
2025-05-23T01:00:00+00:00,21201.25,21201.25,21152.5,21162.25,4884
2025-05-23T02:00:00+00:00,21163.25,21200.5,21159,21183.75,3217
2025-05-23T03:00:00+00:00,21184.25,21208.5,21175,21190.75,3779
2025-05-23T04:00:00+00:00,21190.5,21190.5,21141,21153.25,3147
2025-05-23T05:00:00+00:00,21154.25,21181.5,21136.75,21153.5,3787
2025-05-23T06:00:00+00:00,21152,21154.75,21092.25,21133.25,7109
2025-05-23T07:00:00+00:00,21134,21220,21130.75,21207.75,8242
2025-05-23T08:00:00+00:00,21207.25,21231,21180.5,21188,6047
2025-05-23T09:00:00+00:00,21186.5,21192,21118,21181.25,7572
2025-05-23T10:00:00+00:00,21181.75,21191.25,21144.75,21177,4935
2025-05-23T11:00:00+00:00,21176.75,21183.25,20802,20834.75,41577
2025-05-23T12:00:00+00:00,20835,20840,20727,20800.5,42541
2025-05-23T13:00:00+00:00,20801.75,20953.75,20756.75,20885,78543
2025-05-23T14:00:00+00:00,20888.25,20994.25,20881.75,20911.25,62180
2025-05-23T15:00:00+00:00,20911.25,21008.75,20885.25,20935.25,46481
2025-05-23T16:00:00+00:00,20935.75,21006,20917.75,20983,36582
2025-05-23T17:00:00+00:00,20983.5,21074.25,20971.75,21052,39553
2025-05-23T18:00:00+00:00,21051.75,21083,21006.25,21039,36130
2025-05-23T19:00:00+00:00,21038.75,21069.75,20958.75,20978.5,53510
2025-05-23T20:00:00+00:00,20979.25,20980.75,20930.75,20953.25,15378
2025-05-25T22:00:00+00:00,20978,21229.25,20954.25,21164.75,11546
2025-05-25T23:00:00+00:00,21164,21213,21162.5,21188.75,5402
2025-05-26T00:00:00+00:00,21187.5,21212.25,21168,21186.5,5742
2025-05-26T01:00:00+00:00,21186,21209.25,21168.25,21206,4809
2025-05-26T02:00:00+00:00,21206.25,21233.5,21189.75,21194,4612
2025-05-26T03:00:00+00:00,21194.75,21222.75,21193.5,21213.5,2407
